user/followers_count,user/name,created_at,full_text,team,sentiment
2168964,Joel Embiid,2022-02-10,https://t.co/OzKxG4HRlO,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2020-01-26,"Man I don’t even know where to start I started playing ball because of KOBE after watching the 2010 finals. I had never watched ball before that and that finals was the turning point of my life. I WANTED TO BE LIKE KOBE. I’m so FREAKING SAD right now!!!! 

RIP LEGEND",Philadelphia 76ers,Negative
2168964,Joel Embiid,2018-04-01,Babe are you single or nah? @rihanna,Philadelphia 76ers,Negative
2168964,Joel Embiid,2018-06-09,Trust The Process!!!! Find a new slant @KingJames,Philadelphia 76ers,Positive
2168964,Joel Embiid,2022-02-13,GODZILLA  https://t.co/jWDmgkNrKx,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2023-01-26,#SuckIt https://t.co/xP8uJ3T6IA,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2022-06-30,LOL,Philadelphia 76ers,Positive
2168964,Joel Embiid,2022-05-26,Miami needs another Star,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-04-12,“No one cared who I was until I put on the mask”.... The Phantom of The Process https://t.co/JOkQxCAxYA,Philadelphia 76ers,Positive
2168964,Joel Embiid,2024-01-23,KOBE!!! 70 Piece https://t.co/1qnYwTfhsB,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-06-22,Don’t compare Ayton to me either... I play DEFENSE,Philadelphia 76ers,Positive
2168964,Joel Embiid,2018-07-03,There’s still time to change your mind lol,Philadelphia 76ers,Positive
2168964,Joel Embiid,2020-09-02,I’m still really unhappy,Philadelphia 76ers,Negative
2168964,Joel Embiid,2019-06-11,Why are they cheering for his injury? Come on man #Disguting,Philadelphia 76ers,Positive
2168964,Joel Embiid,2020-03-05,JOËL “DO A 180” EMBIID https://t.co/reO1V3nCQt,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-06-01,Jr is on that henny lol https://t.co/0GBhgXjVyt,Philadelphia 76ers,Positive
2168964,Joel Embiid,2023-05-03,SPOKE IT INTO EXISTENCE,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-06-30,The Lakers are FOREVER gonna be Kobe’s and Magic’s team.... Process that,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2021-06-21,"PHILLY I LOVE YOU
Sorry to disappoint you again Just know that I gave everything I had knowing the circumstances. If there’s one thing I’ve learned being here, it’s the TOUGHNESS this city has and that’s why I played with a torn meniscus. THANK YOU FOR THE SUPPORT ALL YEAR LONG!! https://t.co/CsR47xOJDZ",Philadelphia 76ers,Positive
2168964,Joel Embiid,2018-04-01,Sitting here high and watching the game like https://t.co/aTeHLdDaq9,Philadelphia 76ers,Positive
2168964,Joel Embiid,2021-03-08,Mickey Mouse All Star Game ha,Philadelphia 76ers,Positive
2168964,Joel Embiid,2017-11-16,WHAT A NIGHT #TheProcess https://t.co/92q82Zzvzb,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2022-05-07,https://t.co/X6PE3IxTQj,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2020-06-16,"After nine years in America, I FINALLY got my driver license",Philadelphia 76ers,Neutral
2168964,Joel Embiid,2019-05-15,Hell of a season. Proud of my guys and I appreciate all the support you guys gave us all season long. Extremely disappointed and fell short of our goal but this is the motivation I needed and best believe I’ll be BACK EVEN BETTER AND STRONGER #TheProcess https://t.co/sN7ufCM1pD,Philadelphia 76ers,Positive
2168964,Joel Embiid,2019-10-31,That tough guy act ain’t cutting it .... you know what you are.. you know what you’ve always been&gt;&gt;&gt; A PUSSY  (SAY IT LOUDER FOR PEOPLE IN THE BACK) Been kicking your ass and pretty please make the playoffs before you talk. It’s a known thing that I OWN YOU. @KarlTowns https://t.co/Izqwk3pEnM,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2021-08-19,LMAO!! First year playing ball 10 years ago.. No wonder they had me playing on the JV squad. KG said it  “Anything is possible” ha,Philadelphia 76ers,Positive
2168964,Joel Embiid,2018-11-03,I own a lot of real estate in @andredrummondd head and I’m on my way to build more  #Bum #TheProcess https://t.co/Mrf2NcNL4r,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2019-01-31,Lololololololololololololololololololololololololololololololololololololololololololo,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-05-28,Now we’re on the same couch lol,Philadelphia 76ers,Positive
2168964,Joel Embiid,2019-06-30,https://t.co/RIlVrVFxpG,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2022-05-28,“Mama there goes that man”,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2021-07-11,MESSI!!!!!,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2020-09-10,Kyle Lowry is not appreciated as he should be #Winner,Philadelphia 76ers,Positive
2168964,Joel Embiid,2018-08-05,Laying out these bricks before the season starts so I don’t miss game tying shots in the playoffs https://t.co/Gqg9oksR72,Philadelphia 76ers,Negative
2168964,Joel Embiid,2020-09-25,"Arthur Elijah De Paula Embiid 

We are so blessed and fortunate to welcome our little boy in this family. First of 11 or more? Trying to convince her but I’m not winning so far. I’m just trying to build a soccer team but for real I’m so excited for the future #GodIsGreat https://t.co/eZaUnx90oo",Philadelphia 76ers,Positive
2168964,Joel Embiid,2017-06-22,Please dunk on him so hard that his daddy runs on the court to save him.. https://t.co/cMvt5RYiSQ,Philadelphia 76ers,Positive
2168964,Joel Embiid,2020-03-25,We’re with you brother!!! We’ll keep praying @KarlTowns,Philadelphia 76ers,Positive
2168964,Joel Embiid,2018-05-10,Not the way I wanted it to end but Hell of a series... Much respect to Boston and those fans.. y’all made it fun #TheProcess https://t.co/lT6g0T6p89,Philadelphia 76ers,Positive
2168964,Joel Embiid,2020-09-01,Jimmy Butler #TooGood,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2024-02-18,I’m a professional hater but I’m not hating when I say I could win the dunk contest with these scores but not sure the knees would allow it lmao,Philadelphia 76ers,Positive
2168964,Joel Embiid,2022-05-28,VARpool paid the refs… that’s a goal,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2017-10-14,"My bad y’all , I thought I was using my burner account #TheProcess",Philadelphia 76ers,Negative
2168964,Joel Embiid,2020-11-07,Well America TRUSTED THE PROCESS and it paid off #TheProcess,Philadelphia 76ers,Positive
2168964,Joel Embiid,2022-05-04,LA REMONTADA #HalaMadrid,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2017-06-22,"According to Sixers fans, the new nickname is the ""FEDS"" (Fultz, Embiid, Dario, Simmons).. the FEDS are coming #TheProcess",Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-05-22,Man bun is in NBA just to get dunked on,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2017-07-01,Playoffs spots are opening up hehehehe #TheProcess,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2022-04-12,HALA MADRID,Philadelphia 76ers,Neutral
2168964,Joel Embiid,2018-05-30,BRUH https://t.co/hv59PDxlgY,Philadelphia 76ers,Neutral
17508108,Stephen Curry,2022-06-17,Night Night https://t.co/fIMwW4eeSk,,Neutral
17508108,Stephen Curry,2022-06-20,What they gonna say now??? https://t.co/4dV4iT69ZH,,Neutral
17508108,Stephen Curry,2022-09-29,An honor meeting you SUGA!! Welcome to #DubNation https://t.co/cmWEAQ3W4V,,Positive
17508108,Stephen Curry,2021-08-10,Messi has some good taste I see. Good luck at PSG my guy  https://t.co/7Lj6S0tevb,,Positive
17508108,Stephen Curry,2022-05-25,watch this as much as you watch the game tonight….,,Neutral
17508108,Stephen Curry,2023-02-08,Congrats @KingJames …legendary stuff right there  #38388,,Positive
17508108,Stephen Curry,2018-08-04,Keep doing you @KingJames!,,Neutral
17508108,Stephen Curry,2020-09-30,Stand back and stand by???????????   No further questions your honor! #vote,,Positive
17508108,Stephen Curry,2017-06-13,Glory to God! https://t.co/5nlTXUObqp,,Positive
17508108,Stephen Curry,2022-07-27,A movement!!,,Neutral
17508108,Stephen Curry,2021-03-08,That’s a wrap  https://t.co/akZizrIOSi,,Neutral
17508108,Stephen Curry,2022-09-27,Love the jersey SUGA!! See you soon ✈️,,Positive
17508108,Stephen Curry,2022-07-16,Went to sleep on em!,,Neutral
17508108,Stephen Curry,2018-11-01,"This is so dope Man! Can’t imagine the down days, weeks, months and years he went through. 50 ball!! So much respect bro",,Positive
17508108,Stephen Curry,2022-01-08,My brother returning to the court has me going down memory lane... let me hear your favorite @KlayThompson memories! #KlayDay https://t.co/78GjKPpoDu,,Positive
17508108,Stephen Curry,2018-11-29,Appreciate you helping us get better Riley! We got you. #MoreToCome https://t.co/UBoTklvwhg,,Positive
17508108,Stephen Curry,2020-03-12,"2020 aint it. Don't know what to compare this situation to…just gotta buckle up and take care of yourself and those around you. Basketball will be back at some point but right now, protect yourself and stay safe out there!",,Positive
17508108,Stephen Curry,2020-08-23,sheeesh @luka7doncic thats ridiculous…BLOUSES!!!,,Neutral
17508108,Stephen Curry,2021-07-21,Aye! Enjoyed watching greatness out there tonight. GREATNESS! @Giannis_An34  congrats bro,,Positive
17508108,Stephen Curry,2018-07-03,The 3rd splash Brother . Let’s go @boogiecousins,,Neutral
17508108,Stephen Curry,2021-07-01,Yo @Suns y’all did that. Respect. Congrats. 16 yrs a long time @CP3,,Positive
17508108,Stephen Curry,2022-04-14,Leave the follow up bro!!!,,Negative
17508108,Stephen Curry,2022-03-28,"Like everybody..I’m still in shock about the whole thing- but in all the unnecessary drama, at least we got the line of the night from Denzel…”In your highest moments, be careful, that’s when the devil comes for you!”",,Negative
17508108,Stephen Curry,2018-12-11,nan,,Neutral
17508108,Stephen Curry,2021-06-02,.@Dame_Lillard that’s all I have to says,,Neutral
17508108,Stephen Curry,2022-02-21,Shooters shoot!! S/o to Cleveland for the boos…and then the love. Amazing weekend and @KingJames with the Game winner. Something in that Akron water  An incredibly special trophy in the birth state… Humbled and Honored  https://t.co/m3CFIiH7Oq,,Positive
17508108,Stephen Curry,2022-01-09,Klay Day https://t.co/6qVnN3Y6Cf,,Neutral
17508108,Stephen Curry,2019-08-25,I'm just a nobody trying to tell everybody about somebody who can save anybody,,Positive
17508108,Stephen Curry,2017-06-15,And we Back! https://t.co/HQjjumvJb2,,Neutral
17508108,Stephen Curry,2018-01-16,Introducing a new segment called “Never Seen it!” https://t.co/OLhRk6C59q,,Neutral
17508108,Stephen Curry,2020-11-29,@nate_robinson @deray I see no lies,,Positive
17508108,Stephen Curry,2017-02-13,"Mood all day 2day in honor of my guy @chancetherapper amazing accomplishments, not just last night but all year! https://t.co/lcVU5gMZRS",,Positive
17508108,Stephen Curry,2021-05-31,You shouldnt ever have to make a decison like this-but so damn impressive taking the high road when the powers that be dont protect their own. major respect @naomiosaka,,Positive
17508108,Stephen Curry,2020-07-31,I love every one of my @NBA brothers out there! Welcome back..,,Positive
17508108,Stephen Curry,2021-04-15,Ridiculous @luka7doncic,,Negative
17508108,Stephen Curry,2020-02-25,Can’t write this any better,,Positive
17508108,Stephen Curry,2023-02-19,"Man was a viral HOH high school dunk phenom, still working his way to the League, but lemme go get that dunk contest trophy right quick and bring it back to life!!! Unreal #macmclung",,Neutral
17508108,Stephen Curry,2018-04-19,"I can’t imagine what Coach Popovich is going through, but I am lifting up prayers you and your family.  https://t.co/PMezvqWlcL",,Neutral
17508108,Stephen Curry,2018-11-23,Don’t need any reminders but All the Time God is Great and God is Great all the time! Appreciate all the texts.,,Positive
17508108,Stephen Curry,2021-03-14,"My kids came through in the clutch with a nice surprise for the 33rd Bday. Had no clue they knew how to design some shoes, but the scavenger hunt had me all the way confused. Love my unicorn, butterfly, and wolf! Bday Vibes! https://t.co/435nSJclMC",,Positive
17508108,Stephen Curry,2021-01-17,Literally watched this 20 times waiting for the travel. Not there. That boy good!,,Positive
17508108,Stephen Curry,2021-06-20,That is insane @KDTrey5,,Negative
17508108,Stephen Curry,2018-07-30,Freaking amazing!,,Positive
17508108,Stephen Curry,2017-12-18,I️ want in! https://t.co/XvvC1vo7xI,,Positive
17508108,Stephen Curry,2021-03-08,Much love bro! #TeamLeBron with the W while we at it. #akron,,Positive
17508108,Stephen Curry,2020-03-15,We all have to take responsibility for ourselves and do whatever it takes to #stopthespread. There’s a sense of urgency to flatten the curve and give ourselves and the healthcare system the best chance to get through this pandemic. Share this message and let’s protect each other! https://t.co/T8JfydahCu,,Positive
17508108,Stephen Curry,2021-04-13,Overwhelmed right now... #dubnation all I can say is thank you!! Taking a moment to enjoy this one. Humbled and Blessed. https://t.co/gBtTcMDEOp,,Positive
17508108,Stephen Curry,2020-08-07,"@NCTsmtown Once the world gets back to normal, let’s make it happen! @warriors game? #CHENLE",,Neutral
17508108,Stephen Curry,2021-03-19,wow-come on now! @marchmadness @NCAA yall trippin trippin.,,Neutral
17508108,Stephen Curry,2020-03-19,Just watched @KlayThompson drop 60 in 3 Q’s. I legit was watching it like it was live. For 48 min my soul smiled! That boy good.,,Positive
52867677,LeBron James,2017-09-23,U bum @StephenCurry30 already said he ain't going! So therefore ain't no invite. Going to White House was a great honor until you showed up!,,Positive
52867677,LeBron James,2020-08-26,FUCK THIS MAN!!!! WE DEMAND CHANGE. SICK OF IT,,Negative
52867677,LeBron James,2020-11-07,https://t.co/J40qxvNc82,,Neutral
52867677,LeBron James,2020-03-12,"Man we cancelling sporting events, school, office work, etc etc. What we really need to cancel is 2020! ‍♂️. Damn it’s been a rough 3 months. God bless and stay safe",,Positive
52867677,LeBron James,2020-02-08,❤️!,,Neutral
52867677,LeBron James,2021-01-14,IM 36!!!!! IM 36!!!! STOP THROWING THE BALL,,Negative
52867677,LeBron James,2022-12-18,MESSI,,Neutral
52867677,LeBron James,2021-02-02,Courtside Karen was MAD MAD!!,,Negative
52867677,LeBron James,2020-10-12,444 https://t.co/KFOMfD2P7k,,Neutral
52867677,LeBron James,2020-10-13,WE’RE CHAMPIONS!!!!!!!!! It just now hit me!! #LakerNation,,Positive
52867677,LeBron James,2020-06-04,If you still haven’t figured out why the protesting is going on. Why we’re acting as we are is because we are simply F-N tired of this treatment right here! Can we break it down for you any simpler than this right here???? ‍♂️. And to my people don’t worry I won’t stop until I see,,Negative
52867677,LeBron James,2020-02-24,2/24 ♾,,Neutral
52867677,LeBron James,2023-02-06,Maybe It’s Me,,Neutral
52867677,LeBron James,2023-07-22,INCREDIBLE!!!!,,Neutral
52867677,LeBron James,2020-06-01,"Media showing this???? I bet you they’re not. ‍♂️! You know why, cause this is unity, peaceful, beautiful and love!",,Positive
52867677,LeBron James,2022-07-17,https://t.co/KAhvfVyXD9,,Neutral
52867677,LeBron James,2019-06-28,⁶,,Neutral
52867677,LeBron James,2023-04-29,"Unlike you little I'm a grown ass man
Big shoes to fill , grown ass pants 
Prolly hustled with your pops, go ask your parents 
Its apparent you're staring at a legend 
Who, put a few little in the they place before 
Trying to eat without saying they grace before!",,Negative
52867677,LeBron James,2023-07-27,"I want to thank the countless people sending my family love and prayers. We feel you and I’m so grateful. Everyone doing great. We have our family together, safe and healthy, and we feel your love. Will have more to say when we’re ready but I wanted to tell everyone how much your…",,Positive
52867677,LeBron James,2022-01-30,https://t.co/yIpdL2X37T,,Neutral
52867677,LeBron James,2022-02-14,OMG!!!!!!!!! WOW WOW WOW!!!!!!!! THE GREATEST HALFTIME SHOW IVE EVER SEEN!!!,,Positive
52867677,LeBron James,2020-05-06,We’re literally hunted EVERYDAY/EVERYTIME we step foot outside the comfort of our homes! Can’t even go for a damn jog man! Like WTF man are you kidding me?!?!?!?!?!? No man fr ARE YOU KIDDING ME!!!!! I’m sorry Ahmaud(Rest In Paradise) and my prayers and blessings sent to the..... https://t.co/r1PNxs8Vgn,,Positive
52867677,LeBron James,2022-12-18,WOW!!!!!!!! MBAPPE,,Positive
52867677,LeBron James,2021-07-21,Salute &amp; Congrats @Giannis_An34!! You earned that shit!!  . ✊❤️,,Negative
52867677,LeBron James,2020-06-05,And I heard they put out a statement that he supposedly tripped and fell down. Man What!!!!! Don’t make no damn sense people. Don’t matter what color your skin is if you’re not angry seeing this you’re part of the problem too!,,Positive
52867677,LeBron James,2020-09-19,16 out of 101 ! Ok cool! I got y’all.,,Positive
52867677,LeBron James,2022-05-03,MOOD!!!!!!  @LFC  https://t.co/egf6EsK4fE,,Neutral
52867677,LeBron James,2021-02-24,Devin Booker is the most disrespected player in our league!!! Simple as that.,,Negative
52867677,LeBron James,2020-06-16,Breaks my Heart!!,,Positive
52867677,LeBron James,2018-08-04,Let’s get it kids!! Love you guys,,Positive
52867677,LeBron James,2019-06-25,Man this really just hit me! I’m really shooting Space Jam 2!! This is so surreal and doesn’t even make sense to me! Where I come from man and what I saw growing up this doesn’t add up to me! ‍♂️! I’m truly grateful and beyond blessed. This is CRAZINESS.,,Positive
52867677,LeBron James,2020-06-01,Is the media showing this??? I bet you they aren’t. ‍♂️. This is beautiful,,Positive
52867677,LeBron James,2021-02-08,IF YOU KNOW YOU KNOW!! GOAT TALK,,Neutral
52867677,LeBron James,2020-08-23,BANG BANG!! In my *Mike Breen voice,,Neutral
52867677,LeBron James,2020-07-12,#FreeWOJ!!,,Neutral
52867677,LeBron James,2021-04-09,❌4L!! Rest In Paradise LEGEND!!  https://t.co/Y0m0DVl5Up,,Positive
52867677,LeBron James,2020-11-07,nan,,Neutral
52867677,LeBron James,2023-03-31,Welp guess my blue ✔️ will be gone soon cause if you know me I ain’t paying the 5. ‍♂️,,Neutral
52867677,LeBron James,2020-02-18,Listen I know I don’t play baseball but I am in Sports and I know if someone cheated me out of winning the title and I found out about it I would be F*^king irate! I mean like uncontrollable about what I would/could do! Listen here baseball commissioner listen to your.....,,Negative
52867677,LeBron James,2021-03-08,Finally got to share the floor with @StephenCurry30! Well overdue and I loved every single second!! #GreatestShooterOfAllTime #ChangedHowTheGameIsPlayedByHimselfAlone #RespectBeyondWords #JustSomeKidsBornInAKRON,,Positive
52867677,LeBron James,2023-02-03,nan,,Neutral
52867677,LeBron James,2020-09-01,CP3!!!!!!! Put some respect on his name and more!,,Positive
52867677,LeBron James,2020-10-13,Thank you my friend!!! Truly appreciate our friendship and your words. ✊,,Positive
52867677,LeBron James,2021-07-21,Greek Freak is HOOPING!!!!!!!,,Negative
52867677,LeBron James,2018-12-25,Merry Christmas to all from the #JamesGang https://t.co/eTqLNuvd0m,,Positive
52867677,LeBron James,2018-02-17,#wewillnotshutupanddribble https://t.co/LyenGRKTUE,,Neutral
52867677,LeBron James,2020-09-24,The most DISRESPECTED person on earth is THE BLACK WOMAN! I promise you I’ll do my best to change this as much as I can and even more!! LOVE to you QUEENS all over this country and beyond! ❤️❤️❤️❤️❤️❤️❤️❤️❤️,,Positive
52867677,LeBron James,2021-11-11,What tears????? I didn’t see one. Man knock it off! That boy ate some lemon heads before walking into court.,,Negative
52867677,LeBron James,2023-12-05,GTA6 looks INSANE!!!! SHEESH,,Negative
52867677,LeBron James,2022-04-01,I’m out for the season officially. ‍♂️. See y’all in the fall. ✌,,Positive
3243914,Giannis Antetokounmpo,2023-07-24,Al Hilal you can take me. I look like Kylian Mbappe  https://t.co/VH0syez3VX,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2020-02-03,Halftime show almost got me in trouble,Milwaukee Bucks,Negative
3243914,Giannis Antetokounmpo,2020-02-19,I actually thought I looked good ‍♂️,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2021-07-21,What’s up Milwaukee!!!,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2023-05-09,I’m tired of the disrespect. I’m coming. https://t.co/eMRPb6kbLJ,Milwaukee Bucks,Negative
3243914,Giannis Antetokounmpo,2021-11-04,"I just went to @Harry_Styles concert and it was 99% women and me . I’m a big fan, what a great performer.",Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2022-05-17,We'll be back Milwaukee.. Thank you for a great season!!  https://t.co/ZKNeW5962N,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2020-02-14,And then we got Liam,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2020-09-18,https://t.co/SHlLxYLvUK,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2020-02-09,Every time I get in the paint ‍♂️,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2020-12-15,"This is my home, this is my city.. I’m blessed to be able to be a part of the Milwaukee Bucks for the next 5 years. Let’s make these years count. The show goes on, let’s get it.  https://t.co/895tCBE9RK",Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2023-08-02,Yea of course I remember the night I got clowned for having a Google phone at the All Star Game because right after @GooglePixelFC called me and wanted me to be the face for the next 2 years,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2022-06-04,Our annual Akropolis visit https://t.co/Lla05qRrKE,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2020-03-13,"It’s bigger than basketball! And during this tough time I want to help the people that make my life, my family’s lives and my teammates lives easier. Me and my family pledge to donate $100,000 to the Fiserv Forum staff. We can get through this together!",Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2023-07-12,Giannis Anterokounmpo,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2022-06-23,I hope I can be as good of a father to my sons as my dad was to me. https://t.co/wWIGu8v4mX,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2021-08-23,What’s up people?! https://t.co/mN3hA77z4D,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2023-07-29,Finally made it to Nigeria with Mama the Mama https://t.co/OBjL1MIL9T,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2021-07-22,@Thanasis_ante43 https://t.co/5r73iKPx8S,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2022-02-21,I love this game ❤️ Steph went crazy  16 threes!  https://t.co/I2IDaS2sa9,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2022-12-06,YES! It is my birthday  https://t.co/Fg2ieJHPy2,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2023-08-20,Messi. Respect,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2022-08-11,Hala Madrid ⚡ https://t.co/u5hFZSnDVe,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2023-08-16,Best duo in Saudi league!!  https://t.co/w5Vyw2n0Hj,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2021-02-08,I heard Shakira and JLo are not performing because it’s The Weekend...they don’t work on Sunday?,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2021-08-23,Happy birthday  https://t.co/CnzSJDEYJo,Milwaukee Bucks,Positive
3243914,Giannis Antetokounmpo,2023-02-23,Mine  #Wednesday https://t.co/gkqzmu5gxm,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2020-05-08,https://t.co/CVMpahBDDO,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2021-07-22,Can I now have @ChickfilA for life?!!,Milwaukee Bucks,Neutral
3243914,Giannis Antetokounmpo,2021-11-24,You won't believe me but a kid just told me to try dunking my Oreos in milk... mannnnn game changer #MadMyGirlDidntTellMeSooner #NewBedtimeSnack,Milwaukee Bucks,Neutral
